q,m_kg,m_over_mp,m_microgram
0.8875000000000001,1.3639831934099817e-08,0.6267054176899861,13.639831934099817
0.89,1.3649291964495702e-08,0.6271400749738337,13.649291964495701
0.8925000000000001,1.3658541505924514e-08,0.6275650609819159,13.658541505924514
0.895,1.3667580415746887e-08,0.6279803691604229,13.667580415746887
0.8975,1.3676408554571652e-08,0.6283859931047889,13.676408554571651
0.9,1.3685025786257982e-08,0.6287819265597907,13.685025786257983
0.9025,1.3693431977917506e-08,0.6291681634196449,13.693431977917506
0.905,1.370162699991635e-08,0.629544697728101,13.70162699991635
0.9075,1.370961072587714e-08,0.6299115236785344,13.70961072587714
0.91,1.3717383032680941e-08,0.6302686356140351,13.71738303268094
0.9125,1.372494380046917e-08,0.6306160280274954,13.72494380046917
0.915,1.3732292912645432e-08,0.6309536955616943,13.732292912645432
0.9175,1.3739430255877327e-08,0.6312816330093808,13.739430255877327
0.92,1.3746355720098195e-08,0.6315998353133538,13.746355720098194
0.9225,1.3753069198508806e-08,0.6319082975665402,13.753069198508806
0.925,1.3759570587579024e-08,0.6322070150120704,13.759570587579024
0.9275,1.3765859787049385e-08,0.632495983043352,13.765859787049385
0.93,1.377193669993265e-08,0.6327751972041402,13.77193669993265
0.9325,1.3777801232515306e-08,0.6330446531886074,13.777801232515305
0.935,1.3783453294359008e-08,0.633304346841409,13.783453294359008
0.9375,1.3788892798301968e-08,0.6335542741577477,13.788892798301967
0.9400000000000001,1.3794119660460308e-08,0.6337944312834349,13.794119660460307
0.9425,1.3799133800229347e-08,0.6340248145149507,13.799133800229347
0.9450000000000001,1.3803935140284845e-08,0.6342454202995008,13.803935140284846
0.9475,1.3808523606584204e-08,0.634456245235071,13.808523606584204
0.9500000000000001,1.381289912836759e-08,0.63465728607048,13.81289912836759
0.9525,1.3817061638159051e-08,0.6348485397054294,13.817061638159052
0.9550000000000001,1.3821011071767535e-08,0.6350300031905517,13.821011071767535
0.9575,1.3824747368287887e-08,0.6352016737274553,13.824747368287888
0.96,1.3828270470101797e-08,0.6353635486687682,13.828270470101797
0.9625,1.3831580322878674e-08,0.6355156255181786,13.831580322878674
0.965,1.3834676875576492e-08,0.6356579019304732,13.834676875576493
0.9675,1.3837560080442582e-08,0.6357903757115739,13.837560080442582
0.97,1.3840229893014356e-08,0.6359130448185711,13.840229893014357
0.9725,1.3842686272120003e-08,0.6360259073597554,13.842686272120003
0.975,1.3844929179879114e-08,0.6361289615946467,13.844929179879115
0.9775,1.3846958581703283e-08,0.6362222059340213,13.846958581703282
0.98,1.384877444629662e-08,0.6363056389399362,13.84877444629662
0.9825,1.3850376745656246e-08,0.6363792593257511,13.850376745656247
0.985,1.3851765455072726e-08,0.6364430659561487,13.851765455072726
0.9875,1.3852940553130439e-08,0.6364970578471518,13.85294055313044
