N,D,topology,trial,M,steps,rho_D_final,mm_ratio,mm_se,mm_dimension,dist_to_gamma4,eta,alignment_mean,alignment_se
5000,3,small_world,3,4750,164,0.95,0.4414213676887576,0.002043938401524323,2,0.2404213676887576,0.8558640169945013,0.0017927252707225481,0.008202761745771258
5000,3,small_world,4,4753,163,0.9506,0.43849002003385434,0.002087917059449128,2,0.23749002003385433,1.1772221803104796,0.035873671470768816,0.00827238463430998
5000,3,small_world,0,4766,46,0.9532,0.33208658680161257,0.003034795818829414,3,0.13108658680161256,1.338398617232138,0.13910566272329175,0.008074028972945478
5000,3,small_world,1,4756,47,0.9512,0.33132086391291865,0.0030395208679011576,3,0.13032086391291864,1.4018691760954984,0.022925382733941894,0.008272206419312986
5000,3,small_world,2,4755,46,0.951,0.3250328107497839,0.003064780943578387,3,0.1240328107497839,1.2172551106515133,0.020502947786123257,0.008106767059846713
5000,3,small_world,3,4763,51,0.9526,0.33005505457291484,0.0030443861072506173,3,0.12905505457291483,1.3798838703045513,0.014773559115648765,0.008405823587126734
5000,3,small_world,4,4781,46,0.9562,0.33528059710174696,0.0030206333124679755,3,0.13428059710174695,1.0216308879061753,0.054910284389181996,0.008202862817542239
5000,3,small_world,0,4750,148,0.95,0.43382471901497094,0.00215444610528574,2,0.23282471901497093,0.9440924159655613,0.0017374469221423936,0.008207669239822295
5000,3,small_world,1,4750,146,0.95,0.43609043916091067,0.002122704420417072,2,0.23509043916091066,0.7448986702084703,-0.0042369450487748156,0.008247393243404774
5000,3,small_world,2,4750,158,0.95,0.4372712727644684,0.002106369509424368,2,0.2362712727644684,1.089683014859809,-0.016931681658694988,0.008331079241916277
5000,3,small_world,3,4750,145,0.95,0.43484950987601434,0.002140975594415057,2,0.23384950987601433,1.1915562792919967,0.013552114001838356,0.008342593416638525
5000,3,small_world,4,4750,157,0.95,0.43599917773143354,0.002124171612259898,2,0.23499917773143353,1.4141554173244935,0.004962990405575616,0.00813868597101113
5000,3,small_world,0,4776,42,0.9552,0.32248910267117514,0.003076542262671068,3,0.12148910267117513,0.7576835937856017,0.01776828309444317,0.008214118847399665
5000,3,small_world,1,4767,42,0.9534,0.31997752562320037,0.003086601247287925,3,0.11897752562320035,1.3229182441754113,0.03757447234831665,0.008266578198777394
5000,3,small_world,2,4762,43,0.9524,0.3214171876612096,0.0030811988347671623,3,0.12041718766120957,1.2721134422906115,0.015851144911950492,0.008511538593623481
5000,3,small_world,3,4772,44,0.9544,0.3206036316454668,0.0030843668383946,3,0.11960363164546678,1.4083737016560898,-0.0036428316136660342,0.00831773909327566
5000,3,small_world,4,4753,43,0.9506,0.3187534371963508,0.003090130875428738,3,0.11775343719635079,0.7712836389647575,0.013611599142790975,0.008392809197237956
5000,4,random_regular,0,4752,127,0.9504,0.4430964441570425,0.0020280949586602356,2,0.2420964441570425,1.5410534251935881,0.057735635887214656,0.007269849766024411
5000,4,random_regular,1,4753,118,0.9506,0.44736748629027184,0.0019566155093583256,2,0.24636748629027183,1.603145611951724,0.016352300199178313,0.007287869904925114
5000,4,random_regular,2,4753,123,0.9506,0.4475419176263388,0.0019531485682054866,2,0.2465419176263388,1.5274016190465745,0.00739998458317354,0.007226733590763333
5000,4,random_regular,3,4752,118,0.9504,0.4485435474075777,0.0019387472776118812,2,0.24754354740757767,1.5295916033320156,0.07781455899127378,0.007207963200624355
5000,4,random_regular,4,4755,124,0.951,0.4434436104184693,0.00202012415168138,2,0.2424436104184693,1.3535491873886,0.02969669443781819,0.007119274312070807
5000,4,random_regular,0,4767,31,0.9534,0.33279118396864127,0.0030680203727839533,3,0.13179118396864126,1.4144852175495772,0.17086870538692553,0.007512074911609807
5000,4,random_regular,1,4776,31,0.9552,0.3356119561820728,0.003055786084531455,3,0.13461195618207278,1.2077359679405193,0.17904874788308034,0.007014145936519708
5000,4,random_regular,2,4783,32,0.9566,0.3256013556126401,0.0030994933507282594,3,0.12460135561264007,1.4904971847781552,0.06747373044970897,0.007322401234049096
5000,4,random_regular,3,4782,32,0.9564,0.3383271417106516,0.003038422256464865,3,0.13732714171065158,1.6800806470256977,0.012942813529101357,0.00778469929122559
5000,4,random_regular,4,4789,33,0.9578,0.3369837578764646,0.003050635314711066,3,0.1359837578764646,1.6687018620956933,0.1954918767212999,0.007209359398669809
5000,4,random_regular,0,4750,124,0.95,0.4418783365408752,0.0020449870123922034,2,0.2408783365408752,1.4334557193423743,0.022651286101313114,0.007099273865830912
5000,4,random_regular,1,4751,127,0.9502,0.44287347366199664,0.0020304410173027417,2,0.24187347366199663,1.6482703315725036,0.01585951457522877,0.007328553918214924
5000,4,random_regular,2,4752,113,0.9504,0.44583610726935147,0.0019842396490800667,2,0.24483610726935146,1.5734704061611835,0.03888104986339323,0.007188301595749416
5000,4,random_regular,3,4752,118,0.9504,0.4400331311591672,0.0020745190918296844,2,0.2390331311591672,1.0759658102342988,0.07206646602567598,0.0071786538976501505
5000,4,random_regular,4,4755,127,0.951,0.44329219815362747,0.0020244664521595524,2,0.24229219815362746,1.2400573032603353,0.030772594304552366,0.00712538266884662
5000,4,random_regular,0,4773,30,0.9546,0.3373705420607058,0.003048306837084328,3,0.1363705420607058,1.3715490753605015,0.07006005060628759,0.00757464507961755
5000,4,random_regular,1,4770,28,0.954,0.3304014568363553,0.003082811257352265,3,0.1294014568363553,1.6140050726170712,0.02604252249474854,0.007470182521462363
5000,4,random_regular,2,4791,28,0.9582,0.3346776903767113,0.0030639583293957484,3,0.1336776903767113,1.0879917793127094,0.010114560000446643,0.007214395734305504
5000,4,random_regular,3,4768,28,0.9536,0.33358835112421087,0.0030677328712007596,3,0.13258835112421086,1.3897690553119508,0.03757393725524465,0.007542070085102054
5000,4,random_regular,4,4772,27,0.9544,0.33264954157939836,0.003070551247998742,3,0.13164954157939834,1.5754945775017064,0.02435483374420117,0.007559179019995417
5000,4,small_world,0,4751,171,0.9502,0.4378854143732648,0.0020960026533124116,2,0.23688541437326477,1.6584478833376801,0.003793313611629028,0.007406458120316975
5000,4,small_world,1,4750,171,0.95,0.43860558026688234,0.0020856348561818423,2,0.23760558026688233,1.2329238278427648,0.017275570588953605,0.007296099795424783
5000,4,small_world,2,4750,181,0.95,0.4391959789788958,0.002077928059420467,2,0.23819597897889577,1.6531851056127902,0.050898840414456165,0.007379283658325214
5000,4,small_world,3,4751,163,0.9502,0.4425218300253468,0.0020273411168880233,2,0.24152183002534677,1.0962307556016468,0.006496843525228266,0.007117719107754114
5000,4,small_world,4,4751,185,0.9502,0.4436525567709174,0.0020091359908864,2,0.2426525567709174,1.3816442647446672,0.04386404487040505,0.00720743181444987
5000,4,small_world,0,4772,50,0.9544,0.3353159176901303,0.003016171911299892,3,0.1343159176901303,1.1847242319689129,0.024037591550048462,0.0073824062757578005
5000,4,small_world,1,4781,48,0.9562,0.332195636977691,0.0030361273726838174,3,0.131195636977691,1.70110829120162,0.0300543904858389,0.007097891446629127
5000,4,small_world,2,4759,50,0.9518,0.33503882294478904,0.0030213223037451327,3,0.13403882294478903,1.5766682653550572,0.026496198170676066,0.007173692414418449
5000,4,small_world,3,4780,48,0.956,0.33215593029724044,0.0030340478607597124,3,0.13115593029724043,1.6707220735624888,0.04062807663993377,0.0073564485126540674
5000,4,small_world,4,4769,48,0.9538,0.33583451148320786,0.0030159809275504133,3,0.13483451148320785,1.281097315511527,0.1032856671963999,0.007221385741515106
5000,4,small_world,0,4752,140,0.9504,0.4345245488362936,0.002146863455282328,2,0.2335245488362936,1.068238353289716,0.019660629655237318,0.007108705235589822
5000,4,small_world,1,4751,153,0.9502,0.4391787963667568,0.0020784762406710986,2,0.23817879636675676,1.0997182215294092,0.0009982227628101328,0.007088497731650234
5000,4,small_world,2,4751,168,0.9502,0.4348762047495383,0.00214216429075225,2,0.2338762047495383,1.0792817535446615,0.012996321370797424,0.00703989531119455
5000,4,small_world,3,4750,144,0.95,0.43516293427074915,0.002136753797938414,2,0.23416293427074913,1.2388259657702576,-0.0014069952379222243,0.007115545259665508
5000,4,small_world,4,4750,169,0.95,0.44180787823958273,0.0020380224256490716,2,0.24080787823958272,1.341099568501537,0.0050546030726274695,0.007129330799315629
5000,4,small_world,0,4750,41,0.95,0.320827040962724,0.003081415115952094,3,0.11982704096272401,0.8720596445952308,0.007734037175983518,0.007174983201191981
5000,4,small_world,1,4770,41,0.954,0.3216123302012562,0.0030810862367142353,3,0.12061233020125617,1.201386258918303,0.0405362461978899,0.007126545515247309
5000,4,small_world,2,4765,41,0.953,0.3202611465613813,0.003089497170037021,3,0.11926114656138131,1.14401613200578,0.004136943917841796,0.0071744918496834415
5000,4,small_world,3,4774,41,0.9548,0.31771425021300764,0.003097321388739197,3,0.11671425021300763,1.2188953462115646,0.0064829330629436995,0.0072196440607560355
5000,4,small_world,4,4776,42,0.9552,0.32206424195729805,0.0030788308100144044,3,0.12106424195729804,1.675407182344122,0.008089182611060432,0.0070656639370801745
10000,2,random_regular,0,9501,244,0.9501,0.44954941224370104,0.0013570219488808044,2,0.24854941224370103,1.0,0.042078033791546114,0.010006088096414685
10000,2,random_regular,1,9506,232,0.9506,0.44734062414842296,0.0013837613094185909,2,0.24634062414842295,1.0,0.02258415802406313,0.010074832758983132
10000,2,random_regular,2,9501,228,0.9501,0.45318350272276353,0.001311627766673933,2,0.2521835027227635,1.0,-0.0012555518408503255,0.010126463815744464
10000,2,random_regular,3,9502,220,0.9502,0.45057312020867896,0.0013445882489283847,2,0.24957312020867894,1.0,0.03186126563586232,0.010049458189724537
10000,2,random_regular,4,9500,246,0.95,0.4492635676746754,0.0013608606659872601,2,0.2482635676746754,1.0,0.010750407240861527,0.010167467722402491
10000,2,random_regular,0,9537,32,0.9537,0.32517147275660163,0.0021923509294259403,3,0.12417147275660162,1.0,0.0119037564617555,0.010190435213190782
10000,2,random_regular,1,9565,33,0.9565,0.3202600943213587,0.0022115428428645606,3,0.1192600943213587,1.0,0.04645588959558531,0.01006800695655984
10000,2,random_regular,2,9590,32,0.959,0.31965599209887313,0.0022104922455738318,3,0.11865599209887312,1.0,0.06720758052369953,0.010119623477306034
10000,2,random_regular,3,9575,32,0.9575,0.323927123802888,0.0021976941942183272,3,0.122927123802888,1.0,0.0010302150299275731,0.010257994216984223
10000,2,random_regular,4,9511,31,0.9511,0.32292818988417465,0.00220166227824336,3,0.12192818988417464,1.0,0.04555417338812292,0.009974634929533951
10000,2,random_regular,0,9500,209,0.95,0.44711599312050243,0.0013858426306368138,2,0.24611599312050242,1.0,0.0007749208208482897,0.010033819366022748
10000,2,random_regular,1,9502,187,0.9502,0.44598173843322403,0.0013994741798128106,2,0.24498173843322402,1.0,0.015171958624671146,0.010144345926546002
10000,2,random_regular,2,9500,206,0.95,0.4464710188727775,0.0013946597252947964,2,0.2454710188727775,1.0,0.0046269624889786155,0.009976137097524705
10000,2,random_regular,3,9501,217,0.9501,0.4454531000396659,0.0014048211640315827,2,0.24445310003966586,1.0,-0.006067574965121487,0.009970803243167148
10000,2,random_regular,4,9503,208,0.9503,0.4453153855850217,0.0014072359377571306,2,0.2443153855850217,1.0,0.019927751979784178,0.009945023805741178
10000,2,random_regular,0,9580,29,0.958,0.3196627315394579,0.0022104975614466674,3,0.11866273153945789,1.0,0.020793955554568137,0.010158810871857767
10000,2,random_regular,1,9526,29,0.9526,0.31999982144712874,0.002207396087964244,3,0.11899982144712873,1.0,0.06492957397358809,0.010070556969487018
10000,2,random_regular,2,9593,29,0.9593,0.32214507370615614,0.0022037805285675754,3,0.12114507370615613,1.0,-0.0008856966698097785,0.01001142861830768
10000,2,random_regular,3,9504,28,0.9504,0.3167248720443763,0.0022188293875304477,3,0.11572487204437631,1.0,0.06230066649917265,0.010154973809352163
10000,2,random_regular,4,9516,28,0.9516,0.3168545033166449,0.0022197695501372156,3,0.11585450331664487,1.0,0.061394421179054005,0.010153475016189425
10000,2,small_world,0,9503,422,0.9503,0.458738172716472,0.0012341542114087487,2,0.257738172716472,1.0,-0.0044232096590495085,0.010087860471914014
10000,2,small_world,1,9500,414,0.95,0.45589865401520846,0.0012723049709096915,2,0.25489865401520845,1.0,0.015652899362148774,0.010059336684185984
10000,2,small_world,2,9500,455,0.95,0.4580929487145514,0.0012429157349618312,2,0.2570929487145514,1.0,0.0032471361999736777,0.010032978156537661
10000,2,small_world,3,9501,405,0.9501,0.4583236891829085,0.001239809623307472,2,0.2573236891829085,1.0,0.006717115143169006,0.010025416679487465
10000,2,small_world,4,9500,353,0.95,0.45484115364907396,0.0012862778487980852,2,0.25384115364907395,1.0,0.02783281983514345,0.010018095219015253
10000,2,small_world,0,9514,48,0.9514,0.3114095169721337,0.0022018366592000843,3,0.11040951697213369,1.0,0.0500075899313293,0.010052998935528181
10000,2,small_world,1,9507,52,0.9507,0.32855835909930897,0.0021548525235776483,3,0.12755835909930896,1.0,-0.0017775002348575193,0.009972995194795012
10000,2,small_world,2,9548,50,0.9548,0.31634493084534976,0.002188667657394695,3,0.11534493084534975,1.0,0.053631016395508116,0.010011356058844142
10000,2,small_world,3,9512,47,0.9512,0.31279625653842197,0.0021993068897821523,3,0.11179625653842196,1.0,0.01874238506585611,0.010046780241091659
10000,2,small_world,4,9541,48,0.9541,0.31340183171360064,0.002196555344047407,3,0.11240183171360063,1.0,0.028414763224168457,0.009943095358687822
10000,2,small_world,0,9500,333,0.95,0.4501341738955013,0.0013452699572759064,2,0.2491341738955013,1.0,-0.0014663737110205887,0.010074151000737882
10000,2,small_world,1,9500,319,0.95,0.4454067381593554,0.0014006004593203677,2,0.24440673815935537,1.0,0.00840068055150355,0.01004386688240268
10000,2,small_world,2,9500,292,0.95,0.4453149851513815,0.0014017751530540495,2,0.2443149851513815,1.0,0.007169973221589387,0.010006150056081024
10000,2,small_world,3,9500,298,0.95,0.4464378182676041,0.001389141405387358,2,0.24543781826760408,1.0,0.012213249719982477,0.010032801809207903
10000,2,small_world,4,9500,319,0.95,0.44755290035674145,0.0013761122202153267,2,0.24655290035674143,1.0,0.009295490718837533,0.00999273195839478
10000,2,small_world,0,9510,42,0.951,0.30607064273918066,0.002215424071773683,3,0.10507064273918065,1.0,-0.007065866699209692,0.01019580449071997
10000,2,small_world,1,9513,44,0.9513,0.31692580616572064,0.0021887874999926716,3,0.11592580616572062,1.0,-0.0020086108825707527,0.009986722186475403
10000,2,small_world,2,9541,43,0.9541,0.3059470342490892,0.0022165078377118226,3,0.10494703424908919,1.0,-0.016339624182070862,0.010259872919209325
10000,2,small_world,3,9545,42,0.9545,0.30172817711866173,0.002224448669421629,3,0.10072817711866172,1.0,0.006465225755797513,0.010031128701538602
10000,2,small_world,4,9543,43,0.9543,0.31024188323659657,0.002204090522121672,3,0.10924188323659656,1.0,0.012506156775306398,0.010085335449781801
10000,3,random_regular,0,9501,224,0.9501,0.4487160535226639,0.0013672045507342196,2,0.2477160535226639,1.3335305241997308,0.008230255659389424,0.008421157371182106
10000,3,random_regular,1,9503,195,0.9503,0.4447884174095581,0.0014126237426084877,2,0.2437884174095581,0.7743287817462723,0.03980451005229765,0.0082997184204974
10000,3,random_regular,2,9500,247,0.95,0.44947859868541273,0.0013574543614256105,2,0.24847859868541272,1.3394521332969909,0.012566077508830844,0.008276053846831067
10000,3,random_regular,3,9501,260,0.9501,0.4480359378873152,0.0013753321246898229,2,0.2470359378873152,1.3655185403274102,0.060539159511457295,0.008471386747912459
10000,3,random_regular,4,9503,203,0.9503,0.4454455913521472,0.0014059207896060014,2,0.24444559135214716,1.4136072529991819,0.06070213944099166,0.008506671315866453
10000,3,random_regular,0,9511,31,0.9511,0.32009611484668193,0.0022099903447554544,3,0.11909611484668192,1.121341406224964,0.026763409952498977,0.008283640736523353
10000,3,random_regular,1,9556,31,0.9556,0.32169847553531844,0.0022024736412068584,3,0.12069847553531843,0.8947050146053919,0.024568289874215957,0.008317848914588689
10000,3,random_regular,2,9510,31,0.951,0.3200380054641117,0.0022099826752342783,3,0.1190380054641117,1.3664598947689746,0.013418503670977543,0.008417096406297071
10000,3,random_regular,3,9587,32,0.9587,0.3284342027987892,0.002182544813869514,3,0.1274342027987892,1.359834766154575,0.02516566554970887,0.008961485386572009
10000,3,random_regular,4,9556,32,0.9556,0.31881949155247974,0.002212127207006197,3,0.11781949155247973,1.3092741462121977,0.018643120162311788,0.008461063927075317
10000,3,random_regular,0,9506,214,0.9506,0.44907202839214144,0.001363527451937479,2,0.24807202839214143,1.4131999730017484,0.014496938059256385,0.008402711669038545
10000,3,random_regular,1,9504,185,0.9504,0.4427195303605031,0.0014364858339066284,2,0.2417195303605031,1.379640422301943,0.02164058418343724,0.00820641649374361
10000,3,random_regular,2,9501,182,0.9501,0.4435437334688028,0.0014275615669931902,2,0.2425437334688028,0.8538983981947181,0.006655994133822128,0.008166574765324695
10000,3,random_regular,3,9502,215,0.9502,0.4451804905011393,0.0014084005996668882,2,0.24418049050113927,1.3854107348219356,0.012708871510056917,0.008175093266412723
10000,3,random_regular,4,9501,183,0.9501,0.4436168533679108,0.0014271167940190087,2,0.24261685336791078,0.8445302180918175,0.028346937535767336,0.008238371822378535
10000,3,random_regular,0,9579,29,0.9579,0.31892563660109263,0.002213465290269806,3,0.11792563660109262,1.352398275187971,0.025312882903598597,0.008373292523241338
10000,3,random_regular,1,9589,29,0.9589,0.3174650357199157,0.0022158493560247698,3,0.11646503571991568,0.9986178293325094,0.04795046828067291,0.008267954049861095
10000,3,random_regular,2,9543,28,0.9543,0.318972680141142,0.0022132466563546125,3,0.11797268014114198,1.4141653705795434,0.025635069075239953,0.008449866474135549
10000,3,random_regular,3,9569,28,0.9569,0.318296646257206,0.0022122357871109917,3,0.11729664625720598,1.0929693396419047,0.010011810778819673,0.008304882181224701
10000,3,random_regular,4,9522,28,0.9522,0.3204701821207993,0.002209941465045117,3,0.1194701821207993,1.2108783422448686,0.0027309261096812804,0.008435895445783896
10000,3,small_world,0,9501,381,0.9501,0.4602418520417923,0.0012132045274184746,2,0.2592418520417923,0.9078387644318846,0.005574269572164944,0.00818278733751666
10000,3,small_world,1,9501,475,0.9501,0.4559329935787159,0.0012716519523797625,2,0.2549329935787159,0.805821053742131,0.0037684959727660363,0.008257702807578567
10000,3,small_world,2,9500,397,0.95,0.45768850983721765,0.0012483801448158736,2,0.25668850983721764,1.2272417636981576,0.0023716397391949254,0.008211419520019551
10000,3,small_world,3,9500,416,0.95,0.4564557336278983,0.0012648150766830432,2,0.2554557336278983,1.3646423676758943,0.006401865506896854,0.00816662902627972
10000,3,small_world,4,9501,423,0.9501,0.454920682277769,0.0012849838831243414,2,0.253920682277769,0.9795710214151021,0.010154278692203254,0.008185759790403436
10000,3,small_world,0,9540,49,0.954,0.3172966338152975,0.002186494345825503,3,0.11629663381529748,0.9788416614755493,0.01629366201440007,0.008152746668863054
10000,3,small_world,1,9521,49,0.9521,0.3233404128071918,0.0021689197514010326,3,0.12234041280719177,0.8762361300630661,0.005896016528516008,0.008297145036017356
10000,3,small_world,2,9520,50,0.952,0.31742156702349134,0.002187033471500991,3,0.11642156702349132,1.2342856234079427,0.00663111815955321,0.00817700839656678
10000,3,small_world,3,9500,51,0.95,0.32304956825065095,0.002169996357624219,3,0.12204956825065094,1.331870682013257,0.026602210113163393,0.008257712688630927
10000,3,small_world,4,9508,50,0.9508,0.3221652102889733,0.0021729936885390285,3,0.12116521028897331,1.0105619828766126,0.015557583849006719,0.008201127883719279
10000,3,small_world,0,9500,323,0.95,0.44717901386025455,0.0013803111129120644,2,0.24617901386025454,1.1644330863046313,0.023512703042316237,0.008166651990744605
10000,3,small_world,1,9501,327,0.9501,0.4481928621468993,0.0013682042120594753,2,0.24719286214689928,1.0319356316946608,-0.009581770314902798,0.008127952476215398
10000,3,small_world,2,9502,334,0.9502,0.450105875945187,0.0013453113331280883,2,0.24910587594518696,1.2320996851716532,0.017483285729850438,0.008091437639316967
10000,3,small_world,3,9500,284,0.95,0.4472421647758973,0.0013799444035054375,2,0.24624216477589728,1.4140444823411227,0.006437203007247409,0.00822040815195327
10000,3,small_world,4,9502,330,0.9502,0.4484515190711292,0.0013649545166569271,2,0.24745151907112917,1.3887980498910204,0.008075114457573624,0.008295946766382484
10000,3,small_world,0,9514,42,0.9514,0.30122520894085714,0.0022250436571354783,3,0.10022520894085712,1.15689833350338,0.014908275468952025,0.008201076190040266
10000,3,small_world,1,9534,45,0.9534,0.311140707731589,0.0022040246257733777,3,0.11014070773158896,1.4139183117501068,0.01056064195719457,0.008224690949368868
10000,3,small_world,2,9508,42,0.9508,0.30142792143654124,0.0022263601794091743,3,0.10042792143654122,1.2800716692992062,0.0003009217491077898,0.008202849039973701
10000,3,small_world,3,9504,43,0.9504,0.3053156420419149,0.0022164671726791372,3,0.1043156420419149,1.4061250538563477,0.03400053127151856,0.008161032586789617
10000,3,small_world,4,9527,41,0.9527,0.2950258746506567,0.002238079172036777,3,0.0940258746506567,0.9184834755715631,0.016277931972286018,0.008147042772999408
10000,4,random_regular,0,9501,195,0.9501,0.4450155876201039,0.0014102867083069768,2,0.2440155876201039,1.477202355162738,0.004800357856190125,0.0073522412627723
10000,4,random_regular,1,9506,211,0.9506,0.4488381031910001,0.001365081459221629,2,0.24783810319100008,1.685915458097373,0.013768765583973646,0.0071954921970692285
10000,4,random_regular,2,9504,221,0.9504,0.4472726741424778,0.001384239780612132,2,0.24627267414247778,1.61883236912268,0.02313379080219215,0.007061349000709458
10000,4,random_regular,3,9504,240,0.9504,0.44752961358005056,0.00138188835737238,2,0.24652961358005054,0.9871529154844569,0.02815358693105154,0.007238903189698322
10000,4,random_regular,4,9500,214,0.95,0.44807919001640156,0.001375734525171249,2,0.24707919001640155,1.1571026055605154,0.02525787950957222,0.007376728963263818
10000,4,random_regular,0,9554,32,0.9554,0.3250958049628148,0.0021956358464739097,3,0.1240958049628148,1.3630246241729596,0.052064749591327106,0.007326213986475611
10000,4,random_regular,1,9539,31,0.9539,0.3189373771588275,0.002212518913893598,3,0.11793737715882746,1.0710412402910732,0.00321015107714788,0.007224096445739768
10000,4,random_regular,2,9527,30,0.9527,0.31727846211793764,0.0022170108257388793,3,0.11627846211793763,1.652085371837483,0.00457266876525964,0.0076273351777213965
10000,4,random_regular,3,9524,31,0.9524,0.3198235645837717,0.002210183688383905,3,0.11882356458377169,0.7407213178651537,0.04036547324873756,0.007460962162251024
10000,4,random_regular,4,9514,30,0.9514,0.3175502498342524,0.002217814321383594,3,0.11655024983425238,1.4442287312774256,0.04588318185375632,0.0075681882859169524
10000,4,random_regular,0,9500,181,0.95,0.4423476807740008,0.0014408623263406257,2,0.24134768077400076,1.032303188933543,0.025744600514412037,0.007194004937934064
10000,4,random_regular,1,9508,181,0.9508,0.44344410074318574,0.0014287635640206624,2,0.24244410074318573,1.6157764476456251,0.016228606538314372,0.007203375388835969
10000,4,random_regular,2,9501,203,0.9501,0.4458229721274603,0.0014004416990457942,2,0.2448229721274603,1.292180984375032,0.0004939126171274748,0.00710141054815566
10000,4,random_regular,3,9500,210,0.95,0.44902539256911855,0.0013632079254194882,2,0.24802539256911854,1.0594990504462944,0.0011505080563639723,0.007126316429548692
10000,4,random_regular,4,9500,180,0.95,0.44713137291627647,0.0013861295931075106,2,0.24613137291627646,1.0018720690808218,0.006306370890638696,0.007176227140328146
10000,4,random_regular,0,9531,29,0.9531,0.32142435410480114,0.002205443161375118,3,0.12042435410480112,1.051738691267913,0.007686185240905718,0.007248200253935598
10000,4,random_regular,1,9548,29,0.9548,0.3175027906851965,0.0022168083768887847,3,0.11650279068519648,1.6435729426345023,0.01765811048067774,0.007337162909747783
10000,4,random_regular,2,9525,28,0.9525,0.3189629253332581,0.0022132018819144314,3,0.11796292533325808,1.6850058348502412,0.03302862837916345,0.007147210657966543
10000,4,random_regular,3,9507,28,0.9507,0.3188070422556682,0.002214177099203271,3,0.11780704225566818,1.702119482155156,0.013911212886925426,0.007172491678781032
10000,4,random_regular,4,9500,28,0.95,0.317026097151233,0.002217517994783127,3,0.11602609715123297,0.9986286558165925,0.044052984864164535,0.007247926952245795
10000,4,small_world,0,9501,437,0.9501,0.45795537861659313,0.0012447196951793328,2,0.2569553786165931,1.2639232258772806,-0.015217603086842751,0.007087842962999455
10000,4,small_world,1,9500,455,0.95,0.4558536331757728,0.0012732513390845506,2,0.2548536331757728,1.322471592275402,0.015384836047264506,0.007066103656973648
10000,4,small_world,2,9500,360,0.95,0.456386081574387,0.0012660114213505513,2,0.25538608157438697,0.9670275695185796,-0.0034646507763262378,0.0070782109618114444
10000,4,small_world,3,9501,432,0.9501,0.4574095914321615,0.0012523637897920027,2,0.25640959143216147,0.6694172343071941,0.014487695238353686,0.007088260811813603
10000,4,small_world,4,9501,425,0.9501,0.45778738469011815,0.0012472294375483934,2,0.25678738469011814,1.6440830330870242,-0.0015198937777992497,0.007096778421744167
10000,4,small_world,0,9548,51,0.9548,0.3256792894394791,0.0021629789303731074,3,0.12467928943947909,1.3595545004945273,0.01333507175276723,0.007235693238785952
10000,4,small_world,1,9541,49,0.9541,0.32259104886331336,0.0021721820373756012,3,0.12159104886331334,1.6307330107788078,0.019060149434725816,0.007205834022541132
10000,4,small_world,2,9531,49,0.9531,0.32051753400449867,0.0021785732654707717,3,0.11951753400449866,1.6621826901718517,0.003168411468672633,0.007449036684369524
10000,4,small_world,3,9518,48,0.9518,0.31725333920470883,0.0021867393446848423,3,0.11625333920470882,1.690683187957691,0.004728328876271928,0.007185284062609623
10000,4,small_world,4,9507,50,0.9507,0.3182336902422475,0.0021849071457448028,3,0.1172336902422475,1.5348381662714994,0.012783186358244915,0.007336598235965685
10000,4,small_world,0,9500,281,0.95,0.4463534626933547,0.001390020391915539,2,0.24535346269335467,1.253475318473051,-0.005586247146755777,0.00710727719420421
10000,4,small_world,1,9500,317,0.95,0.4454467201233518,0.0013998955637000816,2,0.24444672012335178,1.3463202176182314,-0.003504301087579535,0.007067678766861959
10000,4,small_world,2,9501,325,0.9501,0.4451987340023515,0.001403408496521698,2,0.24419873400235148,1.6203253064763685,0.020164166754463468,0.00716798151927113
10000,4,small_world,3,9502,361,0.9502,0.44605383054107206,0.001392870533120747,2,0.24505383054107205,1.5344527994289097,-0.003400660495758548,0.0070644680995300795
10000,4,small_world,4,9500,329,0.95,0.44478800283966524,0.001407842330764999,2,0.24378800283966523,1.587359937899584,0.002981681380101451,0.007040102780735185
10000,4,small_world,0,9509,44,0.9509,0.30644370463329307,0.002213747749657529,3,0.10544370463329306,0.9653945688524319,-0.015775079830288644,0.007115305631139025
10000,4,small_world,1,9531,43,0.9531,0.3106021023895842,0.0022044804107167405,3,0.10960210238958418,1.2195063031057938,0.017794969758501672,0.0070791408237021475
10000,4,small_world,2,9521,43,0.9521,0.3087000260452556,0.002208206655326962,3,0.10770002604525558,1.4633136376752591,0.012377334935985538,0.007062687332583101
10000,4,small_world,3,9544,42,0.9544,0.30455688940066333,0.002216877457832019,3,0.10355688940066332,1.0178823125966383,0.008981401735820634,0.007122311298824429
10000,4,small_world,4,9551,44,0.9551,0.3030086022709198,0.0022221359484492567,3,0.10200860227091979,1.6225148355622705,0.0001879738939982948,0.007258133997507052
256,4,4d_lattice_n4,0,247,39,0.96484375,0.2628431521962403,0.014281076811507129,3,0.061843152196240314,1.52881361117885,0.5359415302258558,0.0064431358815211105
256,4,4d_lattice_n4,1,244,34,0.953125,0.255985980507234,0.014176277483874684,3,0.05498598050723397,1.4383849848571229,0.5309221423116999,0.006150046314420104
256,4,4d_lattice_n4,2,249,36,0.97265625,0.28771977515218,0.014020630662232298,3,0.08671977515217999,1.0842128886614928,0.21535471859579688,0.00782646461817245
256,4,4d_lattice_n4,3,247,44,0.96484375,0.2688986719446215,0.014310227831409275,3,0.06789867194462151,1.2303023212566264,0.5622294813641838,0.006482076669204397
