N,D,topology,trial,M,steps,rho_D_final,mm_ratio,mm_se,mm_dimension,dist_to_gamma4,eta,alignment_mean,alignment_se
1000,3,small_world,4,952,68,0.952,0.4212118350915443,0.005195633185694582,2,0.2202118350915443,1.2808213362473557,0.05840465749315133,0.009206923047323748
1000,3,small_world,0,955,45,0.955,0.3638939371143249,0.006394199494565794,3,0.16289393711432487,1.4111076065528063,0.16734964145940953,0.008294309398230027
1000,3,small_world,1,953,44,0.953,0.35202605806225956,0.006583761166433934,3,0.15102605806225955,1.199736126007454,0.02778127432723929,0.008758184606405262
1000,3,small_world,2,953,42,0.953,0.3518088760977564,0.006572896051991862,3,0.1508088760977564,0.7924136904569086,0.06909017357242574,0.008791129334694467
1000,3,small_world,3,963,48,0.963,0.3460651353983396,0.006641196243798636,3,0.1450651353983396,1.3813696874838122,0.17807108191849766,0.009897687110308685
1000,3,small_world,4,959,44,0.959,0.36149076999934704,0.006449336967164334,3,0.16049076999934703,0.9631947210202166,0.026845521473308116,0.009341381070893917
1000,3,small_world,0,953,78,0.953,0.41884575026232945,0.00525608272997168,2,0.21784575026232944,1.0690449676496974,0.007634159430745489,0.00837131902240529
1000,3,small_world,1,951,68,0.951,0.4139492251504772,0.005384867666577958,2,0.2129492251504772,1.0190493307301363,0.008034576001474041,0.008431057533663137
1000,3,small_world,2,950,67,0.95,0.4223415791621035,0.0051611947498128394,2,0.2213415791621035,1.3309627686398777,0.04191736399784741,0.008295968408343688
1000,3,small_world,3,952,69,0.952,0.41955475117074953,0.005234133794302223,2,0.21855475117074952,1.244258832758621,0.12998527647475613,0.00891098017478389
1000,3,small_world,4,955,65,0.955,0.416043373066318,0.005330382181156215,2,0.215043373066318,1.3599564820888492,0.02091418607744142,0.008551676290776584
1000,3,small_world,0,956,35,0.956,0.35269446299975055,0.006576440446958431,3,0.15169446299975053,1.0249587524545956,0.06857169178199256,0.008174999108601214
1000,3,small_world,1,950,37,0.95,0.3506521882270313,0.00660418014140675,3,0.1496521882270313,0.7970811413304553,0.03341521551614735,0.0084614510193043
1000,3,small_world,2,962,41,0.962,0.35235457566159684,0.006569961540861716,3,0.15135457566159682,1.404611734534256,0.03284898468779476,0.009405898518689195
1000,3,small_world,3,957,38,0.957,0.34814267765253903,0.006617874928320858,3,0.14714267765253902,1.2968676328088464,0.09911983173391167,0.009547787236126839
1000,3,small_world,4,956,40,0.956,0.3587923475643548,0.006470919260164975,3,0.15779234756435478,1.3213567675980291,0.030300504508273197,0.0085453755587283
1000,4,random_regular,0,956,57,0.956,0.4204549475606556,0.005241276396270413,2,0.2194549475606556,1.0787283516972113,0.2537896179128766,0.008283317412173908
1000,4,random_regular,1,960,56,0.96,0.42738939003436427,0.005046153536978086,2,0.22638939003436426,1.6060303525049289,0.2878412983186839,0.006888081785479559
1000,4,random_regular,2,951,52,0.951,0.42027292685827156,0.005252073020161594,2,0.21927292685827154,1.7029704589432964,0.09084971995896739,0.009462430830712406
1000,4,random_regular,3,958,51,0.958,0.4198048322573252,0.005259831568479684,2,0.21880483225732517,1.3718897907346586,0.20417874679091672,0.007160911490634648
1000,4,random_regular,4,957,55,0.957,0.42749188978236285,0.005039493356929156,2,0.22649188978236284,1.1607724412605633,0.08164766853134502,0.007717555540765027
1000,4,random_regular,0,968,28,0.968,0.3511346517495483,0.006660175477899201,3,0.15013465174954826,1.6416171845251515,0.12505113809406027,0.008102381042136854
1000,4,random_regular,1,957,30,0.957,0.35713171667097454,0.006563568719924045,3,0.15613171667097453,1.4126336579585468,0.333996642725738,0.00966777034603128
1000,4,random_regular,2,962,36,0.962,0.35953692672244136,0.006535315075258665,3,0.15853692672244135,1.7295402146115595,0.19255996834128877,0.008809011515485356
1000,4,random_regular,3,956,31,0.956,0.3536643138835417,0.006607902801114388,3,0.15266431388354168,1.0901086887529543,0.12614257164289888,0.008989593084760873
1000,4,random_regular,4,958,28,0.958,0.3478168343380067,0.00668881702353054,3,0.14681683433800669,1.0389252765712658,0.3315610871276127,0.008714099771918135
1000,4,random_regular,0,950,48,0.95,0.4152474956765752,0.005382532521124092,2,0.2142474956765752,0.9838463557610796,0.06752450141294628,0.007900271932375443
1000,4,random_regular,1,951,51,0.951,0.4210570894511532,0.0052083182359048685,2,0.2200570894511532,1.2143151631173787,0.12257054972558146,0.0076801152519253004
1000,4,random_regular,2,952,49,0.952,0.4203174150386527,0.005246009902431261,2,0.2193174150386527,1.2953282467302756,0.04186104542457705,0.007838436229527066
1000,4,random_regular,3,951,55,0.951,0.4205990594948222,0.005232475225885074,2,0.21959905949482217,1.604543817032646,0.21097200414934414,0.007010870489011431
1000,4,random_regular,4,957,48,0.957,0.4178064851124043,0.005303935313156549,2,0.2168064851124043,1.244072563189378,0.09056015588404677,0.007491615880312954
1000,4,random_regular,0,960,26,0.96,0.34120099603005816,0.00678511113275325,3,0.14020099603005814,1.541669012336038,0.11466175869604915,0.008155497410211682
1000,4,random_regular,1,951,31,0.951,0.3456675485906177,0.006725137728292988,3,0.1446675485906177,1.6847443585965012,0.18239902808172556,0.0073778276421130875
1000,4,random_regular,2,963,28,0.963,0.34967917025506895,0.006692379252961843,3,0.14867917025506894,1.54268545158073,0.10780555672843091,0.008202847232781347
1000,4,random_regular,3,956,26,0.956,0.34949687494757736,0.006658549734141659,3,0.14849687494757735,1.2816057683956552,0.193997334226661,0.0073173075934576575
1000,4,random_regular,4,952,24,0.952,0.34386059701599303,0.006756153579884052,3,0.14286059701599302,0.6450003650752462,0.04603197828759255,0.007763838367356534
1000,4,small_world,0,954,70,0.954,0.41094174227583596,0.005466647813290203,2,0.20994174227583595,1.7227113554029616,0.04557665864309297,0.007896989060253871
1000,4,small_world,1,953,73,0.953,0.42078249138060264,0.005204564252310712,2,0.21978249138060263,1.66355805933206,0.024530091469921744,0.008039799722798096
1000,4,small_world,2,954,82,0.954,0.42188839291636554,0.005175191351524654,2,0.22088839291636553,1.4923783620471183,0.16113190115755502,0.007768073397272811
1000,4,small_world,3,953,79,0.953,0.4247474771239705,0.005092474512117838,2,0.22374747712397047,0.9931293150049185,0.09496421408832878,0.008061207229281575
1000,4,small_world,4,953,64,0.953,0.4177634660320914,0.005293049276950933,2,0.2167634660320914,1.1228461990412013,0.0451235880037746,0.007908137962839469
1000,4,small_world,0,961,45,0.961,0.361660116086039,0.006430865419076516,3,0.16066011608603897,1.6274915000986188,0.06246115333598536,0.0077346755680392865
